gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1901083302	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/16262728	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.964011	-92.179287	132.0						2018-08-18T12:18:56Z	18	8	2018	5218351	5218351	HUMAN_OBSERVATION	iNaturalist	Observations	16262728			CC_BY_NC_4_0	brandonkmayer	brandonkmayer			2018-09-10T19:03:32.905Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1899499946	7fd12114-9010-4c13-8f46-990fe04ca882	75-9996-3400	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862									2006-01-10T00:00:00Z	10	1	2006	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9996-3400			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:50.238Z		RECORDED_DATE_MISMATCH
1899485664	7fd12114-9010-4c13-8f46-990fe04ca882	54-20686-2271	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862									2011-06-24T00:00:00Z	24	6	2011	5218351	5218351	UNKNOWN	NTSRV	OH-NHP	54-20686-2271			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:30.658Z		RECORDED_DATE_MISMATCH
1899476678	7fd12114-9010-4c13-8f46-990fe04ca882	75-9452-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					640.08	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9452-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:18.048Z		RECORDED_DATE_MISMATCH
1899476676	7fd12114-9010-4c13-8f46-990fe04ca882	75-9457-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					716.28	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9457-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:18.038Z		RECORDED_DATE_MISMATCH
1899476665	7fd12114-9010-4c13-8f46-990fe04ca882	75-9466-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					640.08	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9466-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:18.033Z		RECORDED_DATE_MISMATCH
1899476647	7fd12114-9010-4c13-8f46-990fe04ca882	75-9451-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					685.8	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9451-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:18.013Z		RECORDED_DATE_MISMATCH
1899476646	7fd12114-9010-4c13-8f46-990fe04ca882	75-9458-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					655.32	0.0			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9458-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:18.014Z		RECORDED_DATE_MISMATCH
1899476640	7fd12114-9010-4c13-8f46-990fe04ca882	75-9459-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					624.84	15.240000000000009			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9459-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:18.007Z		RECORDED_DATE_MISMATCH
1899476413	7fd12114-9010-4c13-8f46-990fe04ca882	75-9430-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					640.08				2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9430-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:17.734Z		RECORDED_DATE_MISMATCH
1899476350	7fd12114-9010-4c13-8f46-990fe04ca882	75-9428-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					655.32				2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9428-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:17.665Z		RECORDED_DATE_MISMATCH
1899476288	7fd12114-9010-4c13-8f46-990fe04ca882	75-9436-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					701.04	0.0			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9436-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:17.604Z		RECORDED_DATE_MISMATCH
1899476220	7fd12114-9010-4c13-8f46-990fe04ca882	75-9435-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					647.7	7.6200000000000045			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9435-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:17.468Z		RECORDED_DATE_MISMATCH
1899476169	7fd12114-9010-4c13-8f46-990fe04ca882	75-9434-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					628.6500000000001	3.8100000000000023			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9434-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:17.405Z		RECORDED_DATE_MISMATCH
1899476147	7fd12114-9010-4c13-8f46-990fe04ca882	75-9427-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					617.22	7.6200000000000045			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9427-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:17.386Z		RECORDED_DATE_MISMATCH
1899476129	7fd12114-9010-4c13-8f46-990fe04ca882	75-9432-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					655.32	0.0			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9432-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:17.367Z		RECORDED_DATE_MISMATCH
1899476123	7fd12114-9010-4c13-8f46-990fe04ca882	75-9433-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					612.6500000000001	3.0500000000000114			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9433-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:17.366Z		RECORDED_DATE_MISMATCH
1899475885	7fd12114-9010-4c13-8f46-990fe04ca882	75-9424-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					609.6	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9424-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:17.104Z		RECORDED_DATE_MISMATCH
1899475770	7fd12114-9010-4c13-8f46-990fe04ca882	75-9420-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					701.04				2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9420-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:16.960Z		RECORDED_DATE_MISMATCH
1899475378	7fd12114-9010-4c13-8f46-990fe04ca882	75-9470-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					655.32	0.0			2005-08-04T00:00:00Z	4	8	2005	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9470-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:16.308Z		RECORDED_DATE_MISMATCH
1899475375	7fd12114-9010-4c13-8f46-990fe04ca882	75-9468-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					618.745	3.044999999999959			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9468-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:16.308Z		RECORDED_DATE_MISMATCH
1899475351	7fd12114-9010-4c13-8f46-990fe04ca882	75-9471-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					640.08	0.0			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9471-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:16.273Z		RECORDED_DATE_MISMATCH
1899475336	7fd12114-9010-4c13-8f46-990fe04ca882	75-9469-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					749.81	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9469-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:16.243Z		RECORDED_DATE_MISMATCH
1899475296	7fd12114-9010-4c13-8f46-990fe04ca882	75-9472-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					609.6	0.0			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9472-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:16.204Z		RECORDED_DATE_MISMATCH
1899473972	7fd12114-9010-4c13-8f46-990fe04ca882	75-9467-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					640.08	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9467-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:14.581Z		RECORDED_DATE_MISMATCH
1899473953	7fd12114-9010-4c13-8f46-990fe04ca882	75-9475-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					640.08	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9475-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:14.569Z		RECORDED_DATE_MISMATCH
1899473911	7fd12114-9010-4c13-8f46-990fe04ca882	75-9474-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					640.08	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9474-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:14.524Z		RECORDED_DATE_MISMATCH
1899473907	7fd12114-9010-4c13-8f46-990fe04ca882	75-9473-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					609.6	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9473-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:14.518Z		RECORDED_DATE_MISMATCH
1899473899	7fd12114-9010-4c13-8f46-990fe04ca882	75-9476-3400	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					640.08	0.0			2006-05-29T00:00:00Z	29	5	2006	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9476-3400			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:14.513Z		RECORDED_DATE_MISMATCH
1899473696	7fd12114-9010-4c13-8f46-990fe04ca882	75-9463-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					594.36	0.0			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9463-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:14.273Z		RECORDED_DATE_MISMATCH
1899473669	7fd12114-9010-4c13-8f46-990fe04ca882	75-9464-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					662.94	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9464-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:14.231Z		RECORDED_DATE_MISMATCH
1899473655	7fd12114-9010-4c13-8f46-990fe04ca882	75-9460-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					594.36	0.0			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9460-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:14.237Z		RECORDED_DATE_MISMATCH
1899473627	7fd12114-9010-4c13-8f46-990fe04ca882	75-9465-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					594.36	0.0			2002-06-02T00:00:00Z	2	6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9465-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:14.191Z		RECORDED_DATE_MISMATCH
1899473623	7fd12114-9010-4c13-8f46-990fe04ca882	75-9461-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					624.84	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9461-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:14.169Z		RECORDED_DATE_MISMATCH
1899473403	7fd12114-9010-4c13-8f46-990fe04ca882	75-9450-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					624.84	0.0			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9450-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:13.875Z		RECORDED_DATE_MISMATCH
1899473401	7fd12114-9010-4c13-8f46-990fe04ca882	75-9431-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					624.84	0.0			2002-07-01T00:00:00Z		7	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9431-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:13.872Z		RECORDED_DATE_MISMATCH
1899473376	7fd12114-9010-4c13-8f46-990fe04ca882	75-9449-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					640.08	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9449-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:13.847Z		RECORDED_DATE_MISMATCH
1899473364	7fd12114-9010-4c13-8f46-990fe04ca882	75-9437-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					624.84	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9437-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:13.836Z		RECORDED_DATE_MISMATCH
1899473066	7fd12114-9010-4c13-8f46-990fe04ca882	75-9480-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					658.37	0.0			2002-06-01T00:00:00Z		6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9480-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:13.466Z		RECORDED_DATE_MISMATCH
1899473060	7fd12114-9010-4c13-8f46-990fe04ca882	75-9479-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					621.79	0.0			2002-06-03T00:00:00Z	3	6	2002	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9479-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:13.465Z		RECORDED_DATE_MISMATCH
1899472981	7fd12114-9010-4c13-8f46-990fe04ca882	75-9478-3400	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					731.52	0.0			2006-06-01T00:00:00Z	1	6	2006	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9478-3400			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:13.382Z		RECORDED_DATE_MISMATCH
1899472968	7fd12114-9010-4c13-8f46-990fe04ca882	75-9482-3385	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					685.8	3.0500000000000114			2007-02-15T00:00:00Z	15	2	2007	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9482-3385			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:13.364Z		RECORDED_DATE_MISMATCH
1899472906	7fd12114-9010-4c13-8f46-990fe04ca882	75-9696-3400	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862									2006-05-30T00:00:00Z	30	5	2006	5218351	5218351	HUMAN_OBSERVATION	NTSRV	WV-NHP	75-9696-3400			CC_BY_NC_4_0	NatureServe				2018-08-31T20:57:13.304Z		RECORDED_DATE_MISMATCH
1899453583	7fd12114-9010-4c13-8f46-990fe04ca882	67-35972-2803	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862									2007-07-27T00:00:00Z	27	7	2007	5218351	5218351	UNKNOWN	NTSRV	TV-NHP	67-35972-2803			CC_BY_NC_4_0	NatureServe				2018-08-31T20:55:58.833Z		RECORDED_DATE_MISMATCH
1899452642	7fd12114-9010-4c13-8f46-990fe04ca882	67-35989-2803	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862									2009-06-29T00:00:00Z	29	6	2009	5218351	5218351	UNKNOWN	NTSRV	TV-NHP	67-35989-2803			CC_BY_NC_4_0	NatureServe				2018-08-31T20:55:53.776Z		RECORDED_DATE_MISMATCH
1899452057	7fd12114-9010-4c13-8f46-990fe04ca882	55-5876	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822			aa40a1e0-818b-11d9-b6d0-b8a03c50a862													5218351	5218351	UNKNOWN	NTSRV	OK-NHP	55-5876			CC_BY_NC_4_0	NatureServe				2018-08-31T20:55:37.116Z		
1891351041	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/15540364	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.938174	-86.995668	250.0						2017-02-21T22:43:00Z	21	2	2017	5218351	5218351	HUMAN_OBSERVATION	iNaturalist	Observations	15540364			CC_BY_NC_4_0	syrherp	syrherp			2018-08-27T09:23:05.717Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1891299398	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/15260378	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	34.648693	-85.391626	1784.0						2017-10-29T09:46:00Z	29	10	2017	5218351	5218351	HUMAN_OBSERVATION	iNaturalist	Observations	15260378			CC_BY_NC_4_0	Sonje Bols	Sonje Bols			2018-08-20T09:01:41.188Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1890724558	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/15274627	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.089566	-92.569856	2.0						2018-08-07T10:55:00Z	7	8	2018	5218351	5218351	HUMAN_OBSERVATION	iNaturalist	Observations	15274627			CC_BY_NC_4_0	Todd Fitzgerald	Todd Fitzgerald			2018-08-13T08:31:46.777Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1890724445	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/15273997	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.087092	-92.564737							2018-08-07T09:50:00Z	7	8	2018	5218351	5218351	HUMAN_OBSERVATION	iNaturalist	Observations	15273997			CC_BY_NC_4_0	Todd Fitzgerald	Todd Fitzgerald			2018-08-13T08:31:46.813Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
