gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1320328338	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/38a49ff40-64f6-4ed5-a018-dadaf4082277	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Lafayette, ca. 5 mi (air) SW of, Pettijohn Cave, on road into Dickson Gulf, 0.9 mi (by road) W of its junction with Chamberlain Road	bc092ff0-02e4-11dc-991f-b8a03c50a862	34.6631	-85.3619							1988-03-12T00:00:00Z	12	3	1988	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	467985			CC0_1_0					2018-07-07T10:57:32.735Z		GEODETIC_DATUM_ASSUMED_WGS84
1320306707	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/3895244ee-fce4-41d9-9982-394edc6464ee	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Lafayette, ca. 5 mi (air) SW of, Pettijohn Cave, on road into Dickson Gulf, 0.9 mi (by road) W of its junction with Chamberlain Road	bc092ff0-02e4-11dc-991f-b8a03c50a862	34.6631	-85.3619							1987-10-03T00:00:00Z	3	10	1987	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	473430			CC0_1_0					2018-07-07T10:57:32.633Z		GEODETIC_DATUM_ASSUMED_WGS84
1320302987	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/389282de5-0d5c-4ed5-89ff-655cafbffeba	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Duffield, 2.5 mi E of, 0.4-0.5 mi N of Natural Tunnel State Park entrance on VA Route 871, cave above Stock Creek	bc092ff0-02e4-11dc-991f-b8a03c50a862	36.7019	-82.7436							1985-08-19T00:00:00Z	19	8	1985	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	543645			CC0_1_0					2018-07-07T10:57:32.657Z		
1320264391	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/3876f3bee-d1f3-4e13-a630-ed22afa1e4bc	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Hinton, ca. 14 mi SE of, cave near Bargers Springs	bc092ff0-02e4-11dc-991f-b8a03c50a862									1900-07-12T00:00:00Z	12	7	1900	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	27491			CC0_1_0					2018-07-07T10:57:32.634Z		
1320250616	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/386d1c042-036f-4dd4-9796-3016eb44bc8b	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Bloomington, Mayfield Cave	bc092ff0-02e4-11dc-991f-b8a03c50a862	39.18379491650244	-86.60534838008017							1898-11-12T00:00:00Z	12	11	1898	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	36216			CC0_1_0					2018-07-07T10:57:32.668Z		COORDINATE_REPROJECTED
1320236252	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/3862dc509-bdee-49e4-a839-dbde0e187d77	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Lafayette, ca. 5 mi (air) SW of, Pettijohn Cave, on road into Dickson Gulf, 0.9 mi (by road) W of its junction with Chamberlain Road	bc092ff0-02e4-11dc-991f-b8a03c50a862	34.6631	-85.3619							1988-01-21T00:00:00Z	21	1	1988	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	473437			CC0_1_0					2018-07-07T10:57:32.466Z		GEODETIC_DATUM_ASSUMED_WGS84
1320232990	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/386097d11-c9fb-4975-95c4-1d91dda79e89	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Round Spring Cave	bc092ff0-02e4-11dc-991f-b8a03c50a862									1934-08-30T00:00:00Z	30	8	1934	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	309158			CC0_1_0					2018-07-07T10:57:32.673Z		
1320231786	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/385fa8578-c1f0-49cd-aba0-ef42b353598f	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	No Further Locality Data	bc092ff0-02e4-11dc-991f-b8a03c50a862									1908-05-03T00:00:00Z	3	5	1908	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	38784			CC0_1_0					2018-07-07T10:57:32.471Z		
1320228269	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/385d423d5-9e84-45f6-a5d7-67897ff2aadb	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	BLOOMINGTON	bc092ff0-02e4-11dc-991f-b8a03c50a862	39.163895361554594	-86.52744613489423											5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	49668			CC0_1_0					2018-07-07T10:57:32.666Z		COORDINATE_REPROJECTED
1320222558	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/38591950e-3a62-45d1-907b-4d0b11fbf1bb	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Fallen Rock	bc092ff0-02e4-11dc-991f-b8a03c50a862	37.0	-81.68	96.56						1989-01-01T00:00:00Z			1989	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	543651			CC0_1_0					2018-07-07T10:57:32.638Z		
1320206718	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/384e1cd72-9ad7-423b-9655-2d6a0bb67bf3	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Locust Grove, 4 mi S of	bc092ff0-02e4-11dc-991f-b8a03c50a862	36.13753431157507	-95.16877367558219	2465.52						1951-04-22T00:00:00Z	22	4	1951	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	545442			CC0_1_0					2018-07-07T10:57:32.744Z		COORDINATE_REPROJECTED
1320184854	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/383e9f2f9-4c12-47ec-99bf-6e8de7db68a2	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Case Caverns	bc092ff0-02e4-11dc-991f-b8a03c50a862	34.8533	-85.4833							1967-09-30T00:00:00Z	30	9	1967	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	319353			CC0_1_0					2018-07-07T10:57:32.745Z		GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID
1320169683	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/3833ca90d-9c44-44f3-99a6-c08013c77584	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	BEDFORD, 10 MI SW OF, KERN'S CAVE	bc092ff0-02e4-11dc-991f-b8a03c50a862	38.7537	-86.5965	1844.0										5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	100791			CC0_1_0					2018-07-07T10:57:32.679Z		
1320163926	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/382fdcfe3-b106-48cf-a815-eb5acfb51c94	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Meade Quarry Cave	bc092ff0-02e4-11dc-991f-b8a03c50a862	35.9461	-83.8744							1993-10-16T00:00:00Z	16	10	1993	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	525313			CC0_1_0					2018-07-07T10:57:32.632Z		GEODETIC_DATUM_ASSUMED_WGS84
1320160404	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/382d2da73-91d6-4029-9167-4b335d9728a0	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Dryden, ca. 2 mi (airline) NE of, N of junction of VA Route 621 and VA Route 845, Cave Spring Recreation Area Campground, Jefferson National Forest	bc092ff0-02e4-11dc-991f-b8a03c50a862	36.802	-82.9223	186.68						1984-07-01T00:00:00Z	1	7	1984	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	543610			CC0_1_0					2018-07-07T10:57:32.708Z		
1320105717	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/38068e6dd-cc39-40b9-b90c-52380a11bacf	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Bloomington, Mayfield Cave	bc092ff0-02e4-11dc-991f-b8a03c50a862	39.18379491650244	-86.60534838008017							1903-03-20T00:00:00Z	20	3	1903	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	36236			CC0_1_0					2018-07-07T10:57:32.609Z		COORDINATE_REPROJECTED
1320099552	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/380224a59-7ce2-40ea-9687-9b6ca56c4f22	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Duffield, 2.5 mi E of, 0.4-0.5 mi N of Natural Tunnel State Park entrance on VA Route 871, cave above Stock Creek	bc092ff0-02e4-11dc-991f-b8a03c50a862	36.7019	-82.7436							1985-08-19T00:00:00Z	19	8	1985	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	543642			CC0_1_0					2018-07-07T10:57:32.629Z		
1320086766	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/37f920268-58ac-4a7c-aa1a-aa7bf0d85551	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Lafayette, ca. 4.1 mi (air) NW of, on GA Route 193, 0.2 mile (by road) W of crossroads at Dug Gap, top of Pigeon Mountain	bc092ff0-02e4-11dc-991f-b8a03c50a862	34.7422	-85.3364			311.0	0.0			1985-11-02T00:00:00Z	2	11	1985	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	489709			CC0_1_0					2018-07-07T10:57:32.429Z		GEODETIC_DATUM_ASSUMED_WGS84
1320030635	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/37d1925e7-2ebf-4bbc-b939-ce608953b774	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Wilson Cave	bc092ff0-02e4-11dc-991f-b8a03c50a862									1967-07-05T00:00:00Z	5	7	1967	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	319359			CC0_1_0					2018-07-07T10:57:32.727Z		
1320029871	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/37d101eb0-6b1f-477d-aa3d-257e845965c3	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Cushman, W of, Blowing Cave (Cushman Cave)	bc092ff0-02e4-11dc-991f-b8a03c50a862	35.875	-91.7736							1971-04-13T00:00:00Z	13	4	1971	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	469870			CC0_1_0					2018-07-07T10:57:32.614Z		GEODETIC_DATUM_ASSUMED_WGS84
1320000421	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/37bc5a812-d1e7-4d56-a4f8-86e8ebe714f3	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Doaks Creek	bc092ff0-02e4-11dc-991f-b8a03c50a862									1938-11-07T00:00:00Z	7	11	1938	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	309160			CC0_1_0					2018-07-07T10:57:32.652Z		
1319993102	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/37b737b83-18e2-490c-a1d6-c8844e47ca69	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Cushman, W of, Blowing Cave (Cushman Cave)	bc092ff0-02e4-11dc-991f-b8a03c50a862	35.875	-91.7736							1971-04-13T00:00:00Z	13	4	1971	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	469872			CC0_1_0					2018-07-07T10:57:32.646Z		GEODETIC_DATUM_ASSUMED_WGS84
1319922487	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/378532003-11e0-4d2c-9beb-6b068e0cce9f	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Bloomington, Mayfield Cave	bc092ff0-02e4-11dc-991f-b8a03c50a862	39.18379491650244	-86.60534838008017							1904-04-01T00:00:00Z	1	4	1904	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	36234			CC0_1_0					2018-07-07T10:57:32.640Z		COORDINATE_REPROJECTED
1319909376	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/377bfabe8-dbda-4c0e-881f-c12bf879e4c3	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Mtn. Cove Farm Cave	bc092ff0-02e4-11dc-991f-b8a03c50a862	34.6219	-85.4563							1969-05-01T00:00:00Z		5	1969	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	319354			CC0_1_0					2018-07-07T10:57:32.632Z		GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID
1319889756	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/376e184fe-6842-4769-9b97-efc7e5568bab	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Cushman, W of, Blowing Cave (Cushman Cave)	bc092ff0-02e4-11dc-991f-b8a03c50a862	35.875	-91.7736							1971-04-13T00:00:00Z	13	4	1971	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	469861			CC0_1_0					2018-07-07T10:57:32.464Z		GEODETIC_DATUM_ASSUMED_WGS84
1319864646	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/375c2e0f3-b8e9-415a-bcc3-d9a602e64dd3	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	No Further Locality Data	bc092ff0-02e4-11dc-991f-b8a03c50a862									1906-05-28T00:00:00Z	28	5	1906	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	57130			CC0_1_0					2018-07-07T10:57:32.450Z		
1319823215	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/373ed73f4-88a5-42de-b74c-7108054f472d	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Spavinaw, 1 mi S of	bc092ff0-02e4-11dc-991f-b8a03c50a862	36.380729313293465	-95.04827160545696	2143.65						1951-06-24T00:00:00Z	24	6	1951	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	545446			CC0_1_0					2018-07-07T10:38:59.078Z		COORDINATE_REPROJECTED
1319798126	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/372d261a1-6d01-498d-8984-9c2480e3e1e3	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Bloomington, Mayfield Cave	bc092ff0-02e4-11dc-991f-b8a03c50a862	39.18379491650244	-86.60534838008017							1898-11-12T00:00:00Z	12	11	1898	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	36227			CC0_1_0					2018-07-07T10:38:59.977Z		COORDINATE_REPROJECTED
1319752854	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/370d2ebbd-28e0-4ddc-9791-b3a73be4ed37	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	CRANDON, PATTON CAVE	bc092ff0-02e4-11dc-991f-b8a03c50a862	37.14	-80.96	6855.81						1955-07-03T00:00:00Z	3	7	1955	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	138818			CC0_1_0					2018-07-07T10:38:59.576Z		
1319752255	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/370cd2fc1-c656-4609-99b0-7308de3ebb97	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Lascassas, NW of, Herron (= Herring) Cave, off of Valleyview Road, 1.0 mile (by road) N of its junction with Tennessee Route 266 (Barlow Lane/Jefferson Pike)	bc092ff0-02e4-11dc-991f-b8a03c50a862	35.9386	-86.3072							1984-09-07T00:00:00Z	7	9	1984	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	307045			CC0_1_0					2018-07-07T10:38:59.484Z		GEODETIC_DATUM_ASSUMED_WGS84
1319732577	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/36fe99305-59a5-452d-aca2-37cfd911f8ae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Mammoth Cave, Buzzard Cave	bc092ff0-02e4-11dc-991f-b8a03c50a862									1929-08-22T00:00:00Z	22	8	1929	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	79435			CC0_1_0					2018-07-07T10:38:59.745Z		
1319724254	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/36f8aa7ab-9d92-42d0-ba05-7814cf82ef64	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Little Wyandotte Cave	bc092ff0-02e4-11dc-991f-b8a03c50a862	38.22831221402055	-86.2962375035084	363.59						1892-08-01T00:00:00Z		8	1892	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	19616			CC0_1_0					2018-07-07T10:38:59.861Z		COORDINATE_REPROJECTED
1319704388	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/36ea94205-f396-4c09-828c-d88fd678d96e	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Athens, Matlock Spring	bc092ff0-02e4-11dc-991f-b8a03c50a862									1893-10-05T00:00:00Z	5	10	1893	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	21135			CC0_1_0					2018-07-07T10:39:00.048Z		
1319680188	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/36d973811-5d60-4897-b15f-6e3c30107699	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Duffield, 2.5 mi E of, 0.4-0.5 mi N of Natural Tunnel State Park entrance on VA Route 871, cave above Stock Creek	bc092ff0-02e4-11dc-991f-b8a03c50a862	36.7019	-82.7436							1985-08-19T00:00:00Z	19	8	1985	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	543643			CC0_1_0					2018-07-07T10:13:02.492Z		
1319665745	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/36cf51770-9ccf-465e-94f2-d05973ba7092	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Lafayette, ca. 5 mi (air) SW of, Pettijohn Cave, on road into Dickson Gulf, 0.9 mi (by road) W of its junction with Chamberlain Road	bc092ff0-02e4-11dc-991f-b8a03c50a862	34.6631	-85.3619							1987-10-03T00:00:00Z	3	10	1987	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	473432			CC0_1_0					2018-07-07T10:13:02.296Z		GEODETIC_DATUM_ASSUMED_WGS84
1319663432	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/36cdc9e30-d993-498c-8138-0abeb1d22678	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Knoxville, Meades Quarry Cave, in quarry, near end of McClure Road	bc092ff0-02e4-11dc-991f-b8a03c50a862									1983-03-14T00:00:00Z	14	3	1983	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	241180			CC0_1_0					2018-07-07T10:13:02.510Z		
1319655628	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/36c80b397-22a9-4832-8f6e-7dbd54a69682	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Russell Cave	bc092ff0-02e4-11dc-991f-b8a03c50a862									1957-05-01T00:00:00Z		5	1957	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	139668			CC0_1_0					2018-07-09T12:03:28.893Z		
1319640275	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/36bd51a5b-97bd-4a11-b214-4b8b25a0486f	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Mammoth Cave, Dixon Cave, inner end	bc092ff0-02e4-11dc-991f-b8a03c50a862									1929-07-15T00:00:00Z	15	7	1929	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	79434			CC0_1_0					2018-07-07T10:13:02.330Z		
1319621114	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/36afc65f1-3078-41aa-889a-152e56b9f830	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	King School Cave (Ala. Cave Survey # 39), T7S R4E Section 34, Lake Guntersville State Park	bc092ff0-02e4-11dc-991f-b8a03c50a862	34.3883	-86.2153							1992-06-03T00:00:00Z	3	6	1992	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	319527			CC0_1_0					2018-07-07T10:13:02.507Z		GEODETIC_DATUM_ASSUMED_WGS84
1319604189	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/36a3a58ec-9329-4aea-ba5b-85531250f988	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Dryden, ca. 2 mi (airline) NE of, N of junction of VA Route 621 and VA Route 845, Cave Spring Recreation Area Campground, Jefferson National Forest	bc092ff0-02e4-11dc-991f-b8a03c50a862	36.802	-82.9223	186.68						1984-07-01T00:00:00Z	1	7	1984	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	543620			CC0_1_0					2018-07-07T10:13:02.500Z		
1319560475	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/3684a76a0-3d07-4241-904b-5d17db1b6ff6	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Cushman, W of, Blowing Cave (Cushman Cave)	bc092ff0-02e4-11dc-991f-b8a03c50a862	35.875	-91.7736							1971-04-13T00:00:00Z	13	4	1971	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	469877			CC0_1_0					2018-07-07T10:13:02.462Z		GEODETIC_DATUM_ASSUMED_WGS84
1319532801	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/367131111-cf8a-4ec3-b8cf-c794802fe338	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Waynesville, 10 mi S of, C. M. Berry Farm	bc092ff0-02e4-11dc-991f-b8a03c50a862									1952-01-01T00:00:00Z			1952	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	132438			CC0_1_0					2018-07-07T10:13:02.328Z		
1319521453	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/366912a79-912e-41ec-833b-602d1c003e98	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea lucifuga		SPECIES	Eurycea lucifuga Rafinesque, 1822	US	Cedar Hill (town), 1.3 mi (airline) S of, 0.1 mile N of junction of VA Route 660 and VA Route 661, Hardy Creek at VA Route 660	bc092ff0-02e4-11dc-991f-b8a03c50a862	36.6453	-83.2436			390.0	0.0			2001-05-29T00:00:00Z	29	5	2001	5218351	5218351	PRESERVED_SPECIMEN	USNM	Amphibians & Reptiles	547906			CC0_1_0					2018-07-07T10:13:02.329Z		GEODETIC_DATUM_ASSUMED_WGS84
