Scientific name,Latitude,Longitude
,36.7543,-32.15352
,36.7543,-32.15352
,38.157776,-80.14222
,38.15778,-80.14222
,37.9167,-80.2667
,37.9167,-80.2667
,36.0906,-80.3478
,36.0906,-80.3478
,37.351944,-80.38389
,37.351944,-80.38389
,37.351944,-80.38389
,37.26556,-80.60167
,37.97028,-81.24306
,36.7806,-81.45
,36.7806,-81.45
,36.94639,-81.53861
,37.108612,-81.54611
,37.108612,-81.54611
,37.108612,-81.54611
,36.7692,-81.5933
,36.916943,-81.674446
,36.916943,-81.674446
,36.916943,-81.674446
,36.916943,-81.674446
,36.888332,-81.674446
,36.888332,-81.674446
,36.916943,-81.674446
,36.888332,-81.674446
,36.66278,-81.80556
,36.66278,-81.80556
,36.988888,-81.84333
,36.988888,-81.84333
,36.988888,-81.84333
,36.8607,-81.89125
,36.8607,-81.89125
,36.82738,-81.9242
,36.82738,-81.9242
,36.72778,-82.13639
,36.72778,-82.13639
,36.72778,-82.13639
,36.68889,-82.28
,36.68889,-82.28
,36.68889,-82.28
,36.186943,-82.45639
,36.143055,-82.479164
,36.62361,-82.498886
,36.62361,-82.498886
,36.62361,-82.498886
,36.6483,-82.5534
,36.149,-82.5876
,36.437424,-82.625374
,36.66195,-82.65694
,35.2711,-82.673
,36.665,-82.6975
,34.9124,-82.7075
,36.657467,-82.711716
,36.65747,-82.71172
,36.65694,-82.73666
,36.65694,-82.73666
,36.65694,-82.73666
,35.14305,-82.83778
,35.14305,-82.83778
,35.9452,-82.8991
,35.945,-82.8992
,36.688057,-83.02722
,36.688057,-83.02722
,36.688057,-83.02722
,35.089443,-83.056114
,35.77389,-83.09805
,36.43444,-83.12278
,36.534485,-83.144066
,36.53448,-83.14407
,35.81639,-83.14778
,36.53056,-83.15083
,36.49833,-83.15611
,36.52833,-83.164444
,36.52833,-83.164444
,36.16528,-83.16944
,35.87305,-83.22334
,36.643333,-83.243614
,36.643333,-83.243614
,36.643333,-83.243614
,36.663612,-83.25667
,36.663612,-83.25667
,36.663612,-83.25667
,36.6039,-83.2944
,35.14478,-83.3098
,35.144783,-83.3098
,35.4721,-83.314
,34.93861,-83.38917
,35.15805,-83.39167
,35.24778,-83.39667
,35.73944,-83.41611
,35.73944,-83.41611
,36.55111,-83.42639
,36.558613,-83.42778
,36.4676,-83.4376
,34.86722,-83.47833
,35.86972,-83.49805
,35.865,-83.50694
,35.8675,-83.5159
,36.4233,-83.5231
,36.4233,-83.5231
,36.42389,-83.52361
,36.608334,-83.55556
,36.608334,-83.55556
,36.608334,-83.55556
,35.87,-83.5675
,36.566666,-83.61584
,36.61712,-83.61743
,36.54083,-83.63167
,36.52306,-83.68584
,36.51583,-83.68694
,35.22417,-83.74472
,35.22417,-83.74472
,35.67972,-83.77917
,34.61361,-83.79028
,34.61361,-83.79028
,35.82944,-83.80278
,35.69778,-83.80695
,35.72278,-83.8175
,35.72278,-83.8175
,35.72278,-83.8175
,35.7536,-83.8413
,35.77167,-83.84306
,34.92056,-83.855
,34.91167,-83.86528
,35.7856,-83.8829
,35.7856,-83.8829
,35.78625,-83.883415
,35.78625,-83.88342
,35.78528,-83.88361
,35.7857,-83.8838
,35.7853,-83.8839
,35.7853,-83.8839
,35.78556,-83.88416
,35.78556,-83.88416
,36.22282,-83.90472
,36.222816,-83.90472
,36.4528,-83.9049
,35.96028,-83.91278
,35.8199,-83.9379
,35.80222,-83.95222
,36.065075,-83.95595
,35.13194,-83.98473
,34.56472,-83.99139
,34.56472,-83.99139
,36.19687,-83.9971
,36.19687,-83.9971
,34.53,-84.00694
,36.15111,-84.02778
,37.415,-84.0316
,37.3702,-84.0462
,34.5347,-84.0634
,35.9125,-84.07889
,36.14167,-84.095
,35.50806,-84.10472
,36.125,-84.10639
,36.125,-84.10639
,36.125,-84.10639
,36.125,-84.10639
,37.3211,-84.1373
,37.3211,-84.1373
,37.3264,-84.145
,37.3264,-84.145
,37.2941,-84.1852
,34.4825,-84.20055
,37.2406,-84.2199
,37.2406,-84.2199
,37.1714,-84.2966
,34.77917,-84.39194
,34.7792,-84.3922
,34.7792,-84.3922
,34.65,-84.3954
,34.64972,-84.39555
,35.03083,-84.39889
,34.76611,-84.40139
,34.3106,-84.4033
,34.3106,-84.4033
,37.3889,-84.4203
,37.3889,-84.4203
,34.7792,-84.4353
,34.7792,-84.4353
,34.72361,-84.43555
,37.1524,-84.4382
,37.1517,-84.4384
,37.1517,-84.4384
,37.1514,-84.4386
,37.1514,-84.4386
,34.7255,-84.4449
,34.6675,-84.44778
,34.6675,-84.44778
,34.68361,-84.45389
,34.68361,-84.45389
,34.66917,-84.45639
,34.52845,-84.50923
,34.52845,-84.50923
,34.52278,-84.52472
,34.52278,-84.52472
,34.6575,-84.54195
,34.6575,-84.54195
,37.1116,-84.5653
,37.1116,-84.5653
,37.7867,-84.5856
,37.7867,-84.5856
,34.76944,-84.58861
,35.03395,-84.599
,35.03395,-84.5992
,34.68583,-84.60056
,37.9189,-84.6017
,37.9189,-84.6017
,34.66583,-84.66695
,35.0041,-84.6908
,36.739,-84.693
,34.69472,-84.73444
,34.69472,-84.73444
,35.003056,-84.73778
,34.76583,-84.76139
,34.99028,-84.77528
,34.99028,-84.77528
,34.99028,-84.77528
,34.99028,-84.77528
,34.99028,-84.77528
,34.99028,-84.77528
,34.9904,-84.7753
,34.9905,-84.7762
,34.9912,-84.7775
,34.9447,-84.7803
,34.93833,-84.78472
,38.215,-84.7987
,34.38417,-84.83806
,34.82861,-84.8575
,37.25639,-84.87945
,37.165,-84.88028
,34.24445,-84.91306
,32.80222,-84.91528
,32.8205,-84.9186
,32.81028,-84.91889
,32.81028,-84.91889
,32.81028,-84.91889
,37.31667,-84.92583
,33.52917,-84.92889
,33.52917,-84.92889
,32.81167,-84.93389
,37.21444,-84.93945
,37.3506,-84.9458
,37.3506,-84.9458
,37.19556,-84.94889
,37.2687,-84.9612
,32.71361,-84.96889
,37.21361,-84.97083
,36.666317,-84.973114
,36.66632,-84.97312
,37.214832,-84.97446
,36.5512,-84.9792
,37.1077,-84.9895
,36.564068,-85.01107
,36.56407,-85.01107
,36.56361,-85.01139
,34.20611,-85.07472
,34.25417,-85.07972
,34.445,-85.0853
,34.445,-85.0853
,34.44444,-85.08583
,34.4308,-85.1247
,34.4308,-85.1247
,34.91917,-85.12583
,34.16306,-85.13361
,37.0561,-85.161
,34.1825,-85.16444
,34.1825,-85.16444
,34.5832,-85.1875
,36.29148,-85.1978
,36.291485,-85.1978
,33.7628,-85.2233
,33.7628,-85.2233
,33.7628,-85.2233
,33.7628,-85.2233
,33.763218,-85.2237
,33.76322,-85.2237
,33.7675,-85.252
,33.7675,-85.252
,33.7675,-85.252
,33.7675,-85.252
,37.4308,-85.2824
,34.0883,-85.2847
,34.0883,-85.2847
,34.5975,-85.28472
,35.123333,-85.297775
,34.53944,-85.30055
,35.43295,-85.304115
,35.43295,-85.30412
,36.3947,-85.3067
,36.0807,-85.3243
,36.084034,-85.32825
,36.08403,-85.32825
,35.4061,-85.3297
,35.4061,-85.3297
,34.10528,-85.33417
,35.402,-85.3393
,35.4017,-85.33933
